conv_id,turn_id,scenario,style,speaker,text,word_count,timestamp
27,27,Friends who are both into astronomy,scientific,A,"Yet, they exist, providing a lab for fundamental physics beyond anything we can replicate on Earth.",16,2026-04-15T11:13:29.139381
27,28,Friends who are both into astronomy,scientific,B,I'm eager to see the next set of gravitational wave detections from merging neutron stars.,15,2026-04-15T11:13:29.139415
27,29,Friends who are both into astronomy,scientific,A,LISA pathfinder data is promising for future space-based interferometers. We might see inspirals in the mHz band.,17,2026-04-15T11:13:29.139450
27,30,Friends who are both into astronomy,scientific,B,That would open up a whole new window for observing supermassive black hole mergers.,14,2026-04-15T11:13:29.139486
27,31,Friends who are both into astronomy,scientific,A,"And intermediate-mass black holes, which are still somewhat elusive in terms of direct observation.",14,2026-04-15T11:13:29.139520
27,32,Friends who are both into astronomy,scientific,B,"Their existence is inferred, but robust detection would clarify galactic evolution models significantly.",13,2026-04-15T11:13:29.139555
27,33,Friends who are both into astronomy,scientific,A,True. Back to exoplanets for a moment. Are you presenting on the atmospheric escape mechanisms for hot Jupiters next month?,20,2026-04-15T11:13:29.139591
27,34,Friends who are both into astronomy,scientific,B,"Yes, focusing on hydrodynamic escape models driven by XUV irradiation.",10,2026-04-15T11:13:29.139628
27,35,Friends who are both into astronomy,scientific,A,That's a critical area. The energy input from the host star dramatically shapes these planetary atmospheres.,16,2026-04-15T11:13:29.139661
27,36,Friends who are both into astronomy,scientific,B,"And it links directly to planetary habitability over geological timescales, losing volatiles.",12,2026-04-15T11:13:29.139697
27,37,Friends who are both into astronomy,scientific,A,Precisely. The long-term stability of an atmosphere is often overlooked in initial habitability assessments.,14,2026-04-15T11:13:29.139756
27,38,Friends who are both into astronomy,scientific,B,"It's a complex interplay of stellar activity, planetary mass, and magnetic field strength.",13,2026-04-15T11:13:29.139792
27,39,Friends who are both into astronomy,scientific,A,I'm looking forward to your talk. It's a rapidly evolving field.,11,2026-04-15T11:13:29.139825
27,40,Friends who are both into astronomy,scientific,B,Thanks. There’s still so much data to process.,8,2026-04-15T11:13:29.139859
28,1,"Two friends at 2am, one going through a crisis",emotional,A,I heard you. What's wrong?,5,2026-04-15T11:13:39.584369
28,2,"Two friends at 2am, one going through a crisis",emotional,B,Nothing. Go back to sleep.,5,2026-04-15T11:13:39.584447
28,3,"Two friends at 2am, one going through a crisis",emotional,A,"You're crying, B. I can hear you from my room.",10,2026-04-15T11:13:39.584485
28,4,"Two friends at 2am, one going through a crisis",emotional,B,I just... I can't breathe.,5,2026-04-15T11:13:39.584517
28,5,"Two friends at 2am, one going through a crisis",emotional,A,"Hey, come here. Sit with me.",6,2026-04-15T11:13:39.584546
28,6,"Two friends at 2am, one going through a crisis",emotional,B,It's all just too much. Everything is falling apart.,9,2026-04-15T11:13:39.584575
28,7,"Two friends at 2am, one going through a crisis",emotional,A,Tell me. What's too much?,5,2026-04-15T11:13:39.584605
28,8,"Two friends at 2am, one going through a crisis",emotional,B,"My job, my life, me. I'm failing at everything.",9,2026-04-15T11:13:39.584633
28,9,"Two friends at 2am, one going through a crisis",emotional,A,That's not true. You're just in a bad place right now.,11,2026-04-15T11:13:39.584663
28,10,"Two friends at 2am, one going through a crisis",emotional,B,"No, it is. I've messed up so badly.",8,2026-04-15T11:13:39.584695
28,11,"Two friends at 2am, one going through a crisis",emotional,A,"Messed up what? We can fix anything, you know that.",10,2026-04-15T11:13:39.584757
28,12,"Two friends at 2am, one going through a crisis",emotional,B,I don't think so this time. I feel so lost.,10,2026-04-15T11:13:39.584790
28,13,"Two friends at 2am, one going through a crisis",emotional,A,Lost is okay. We all get lost sometimes.,8,2026-04-15T11:13:39.584820
28,14,"Two friends at 2am, one going through a crisis",emotional,B,But this feels different. Like I'm at the bottom.,9,2026-04-15T11:13:39.584849
28,15,"Two friends at 2am, one going through a crisis",emotional,A,You are not at the bottom. I'm right here with you.,11,2026-04-15T11:13:39.584880
28,16,"Two friends at 2am, one going through a crisis",emotional,B,I'm so tired of trying. Tired of pretending.,8,2026-04-15T11:13:39.584910
28,17,"Two friends at 2am, one going through a crisis",emotional,A,Don't pretend with me. Ever.,5,2026-04-15T11:13:39.584940
28,18,"Two friends at 2am, one going through a crisis",emotional,B,"I just want it to stop. The pressure, the noise in my head.",13,2026-04-15T11:13:39.584969
28,19,"Two friends at 2am, one going through a crisis",emotional,A,Shh. It's okay. Let it out.,6,2026-04-15T11:13:39.585000
28,20,"Two friends at 2am, one going through a crisis",emotional,B,I feel like a complete fraud. Everyone expects so much.,10,2026-04-15T11:13:39.585029
28,21,"Two friends at 2am, one going through a crisis",emotional,A,"No one expects more than you give, B. You're incredible.",10,2026-04-15T11:13:39.585060
28,22,"Two friends at 2am, one going through a crisis",emotional,B,Am I? Because I don't feel incredible. I feel broken.,10,2026-04-15T11:13:39.585091
28,23,"Two friends at 2am, one going through a crisis",emotional,A,Broken can heal. You're strong.,5,2026-04-15T11:13:39.585121
28,24,"Two friends at 2am, one going through a crisis",emotional,B,I don't feel strong. I feel empty.,7,2026-04-15T11:13:39.585148
28,25,"Two friends at 2am, one going through a crisis",emotional,A,That's why I'm here. To help you feel full again.,10,2026-04-15T11:13:39.585177
28,26,"Two friends at 2am, one going through a crisis",emotional,B,How? How can anyone fix this mess?,7,2026-04-15T11:13:39.585207
28,27,"Two friends at 2am, one going through a crisis",emotional,A,We start by sitting here. Together.,6,2026-04-15T11:13:39.585235
28,28,"Two friends at 2am, one going through a crisis",emotional,B,My chest hurts. My head aches from thinking.,8,2026-04-15T11:13:39.585264
28,29,"Two friends at 2am, one going through a crisis",emotional,A,Just breathe with me. Deep breaths.,6,2026-04-15T11:13:39.585293
28,30,"Two friends at 2am, one going through a crisis",emotional,B,I just don't see a way out. From any of it.,11,2026-04-15T11:13:39.585322
28,31,"Two friends at 2am, one going through a crisis",emotional,A,There's always a way out. We'll find it.,8,2026-04-15T11:13:39.585351
28,32,"Two friends at 2am, one going through a crisis",emotional,B,"I'm scared, A. Really scared.",5,2026-04-15T11:13:39.585381
28,33,"Two friends at 2am, one going through a crisis",emotional,A,I know. It's okay to be scared.,7,2026-04-15T11:13:39.585408
28,34,"Two friends at 2am, one going through a crisis",emotional,B,I just want to disappear sometimes.,6,2026-04-15T11:13:39.585437
28,35,"Two friends at 2am, one going through a crisis",emotional,A,Please don't say that. You're too important.,7,2026-04-15T11:13:39.585465
28,36,"Two friends at 2am, one going through a crisis",emotional,B,To whom? I feel like a burden.,7,2026-04-15T11:13:39.585495
28,37,"Two friends at 2am, one going through a crisis",emotional,A,To me. You are never a burden.,7,2026-04-15T11:13:39.585523
28,38,"Two friends at 2am, one going through a crisis",emotional,B,Thank you for being awake. Thank you.,7,2026-04-15T11:13:39.585551
28,39,"Two friends at 2am, one going through a crisis",emotional,A,Always. I'm always here for you.,6,2026-04-15T11:13:39.585579
28,40,"Two friends at 2am, one going through a crisis",emotional,B,I don't know what I'd do without you.,8,2026-04-15T11:13:39.585607
29,1,Someone telling their best friend they are moving away,emotional,A,Can we talk? I have something really important to tell you.,11,2026-04-15T11:13:51.432153
29,2,Someone telling their best friend they are moving away,emotional,B,"Sure, you look a little... serious. Is everything okay?",9,2026-04-15T11:13:51.432172
29,3,Someone telling their best friend they are moving away,emotional,A,Not exactly. It's big news. Really big.,7,2026-04-15T11:13:51.432181
29,4,Someone telling their best friend they are moving away,emotional,B,"Okay, you're making me nervous now. Just spill it.",9,2026-04-15T11:13:51.432188
29,5,Someone telling their best friend they are moving away,emotional,A,I'm moving away. Out of state.,6,2026-04-15T11:13:51.432194
29,6,Someone telling their best friend they are moving away,emotional,B,"What? No way. You're joking, right?",6,2026-04-15T11:13:51.432200
29,7,Someone telling their best friend they are moving away,emotional,A,I wish I was. It's for a new job opportunity.,10,2026-04-15T11:13:51.432207
29,8,Someone telling their best friend they are moving away,emotional,B,But... this is your home. Our home. What about everything here?,11,2026-04-15T11:13:51.432213
29,9,Someone telling their best friend they are moving away,emotional,A,It's a huge career step. We’ve been planning it for months.,11,2026-04-15T11:13:51.432221
29,10,Someone telling their best friend they are moving away,emotional,B,Months? And you’re just telling me now? How could you?,10,2026-04-15T11:13:51.432230
29,11,Someone telling their best friend they are moving away,emotional,A,I didn't know how. It’s been so hard to even think about.,12,2026-04-15T11:13:51.432237
29,12,Someone telling their best friend they are moving away,emotional,B,I can't believe this. My best friend is actually leaving.,10,2026-04-15T11:13:51.432244
29,13,Someone telling their best friend they are moving away,emotional,A,I know. My heart is breaking saying it out loud.,10,2026-04-15T11:13:51.432251
29,14,Someone telling their best friend they are moving away,emotional,B,Are you actually serious? You're really going?,7,2026-04-15T11:13:51.432258
29,15,Someone telling their best friend they are moving away,emotional,A,"Yes. In about six weeks, we're packing up.",8,2026-04-15T11:13:51.432264
29,16,Someone telling their best friend they are moving away,emotional,B,Six weeks? That's no time at all!,7,2026-04-15T11:13:51.432270
29,17,Someone telling their best friend they are moving away,emotional,A,I know it’s fast. I wanted to tell you face to face.,12,2026-04-15T11:13:51.432277
29,18,Someone telling their best friend they are moving away,emotional,B,What about all our plans? Our traditions? Our Tuesdays?,9,2026-04-15T11:13:51.432284
29,19,Someone telling their best friend they are moving away,emotional,A,We'll keep them alive. We’ll visit each other.,8,2026-04-15T11:13:51.432291
29,20,Someone telling their best friend they are moving away,emotional,B,"It won't be the same, though. You know that, right?",10,2026-04-15T11:13:51.432298
29,21,Someone telling their best friend they are moving away,emotional,A,"No, it won't be. I'm going to miss you more than anything.",12,2026-04-15T11:13:51.432305
29,22,Someone telling their best friend they are moving away,emotional,B,I honestly don't know what I'll do without you here.,10,2026-04-15T11:13:51.432311
29,23,Someone telling their best friend they are moving away,emotional,A,Don't say that. We'll still be best friends. Nothing changes that.,11,2026-04-15T11:13:51.432318
29,24,Someone telling their best friend they are moving away,emotional,B,It just feels like a piece of me is leaving with you.,12,2026-04-15T11:13:51.432325
29,25,Someone telling their best friend they are moving away,emotional,A,"You're always with me. Always in my heart, no matter the distance.",12,2026-04-15T11:13:51.432332
29,26,Someone telling their best friend they are moving away,emotional,B,This is just... a lot to take in. I'm so sad.,11,2026-04-15T11:13:51.432339
29,27,Someone telling their best friend they are moving away,emotional,A,Take all the time you need. I just wanted you to hear it from me first.,16,2026-04-15T11:13:51.432346
29,28,Someone telling their best friend they are moving away,emotional,B,Can I just hug you right now?,7,2026-04-15T11:13:51.432352
29,29,Someone telling their best friend they are moving away,emotional,A,Come here. Please.,3,2026-04-15T11:13:51.432358
29,30,Someone telling their best friend they are moving away,emotional,B,(Muffled) This is going to be so hard.,8,2026-04-15T11:13:51.432364
29,31,Someone telling their best friend they are moving away,emotional,A,It will be. For both of us. But we'll get through it.,12,2026-04-15T11:13:51.432371
29,32,Someone telling their best friend they are moving away,emotional,B,I understand why you have to go. I really do.,10,2026-04-15T11:13:51.432377
29,33,Someone telling their best friend they are moving away,emotional,A,This is something I really need to do. For my future.,11,2026-04-15T11:13:51.432384
29,34,Someone telling their best friend they are moving away,emotional,B,"I am happy for you, underneath all of this. Really.",10,2026-04-15T11:13:51.432390
29,35,Someone telling their best friend they are moving away,emotional,A,Thank you for saying that. It means the world.,9,2026-04-15T11:13:51.432397
29,36,Someone telling their best friend they are moving away,emotional,B,Just promise me you'll call me every single day.,9,2026-04-15T11:13:51.432403
29,37,Someone telling their best friend they are moving away,emotional,A,Every single day. And we'll FaceTime constantly.,7,2026-04-15T11:13:51.432409
29,38,Someone telling their best friend they are moving away,emotional,B,"Okay. Okay, I believe you.",5,2026-04-15T11:13:51.432416
29,39,Someone telling their best friend they are moving away,emotional,A,We'll figure it out. We always do.,7,2026-04-15T11:13:51.432422
29,40,Someone telling their best friend they are moving away,emotional,B,"Yeah. Best friends forever, no matter what, right?",8,2026-04-15T11:13:51.432428
30,1,Two old lovers running into each other years later,emotional,A,Is that… *you*?,3,2026-04-15T11:14:00.287968
30,2,Two old lovers running into each other years later,emotional,B,Oh my god. I don't believe it.,7,2026-04-15T11:14:00.288049
30,3,Two old lovers running into each other years later,emotional,A,"It’s been… what, twenty years?",5,2026-04-15T11:14:00.288090
30,4,Two old lovers running into each other years later,emotional,B,At least. You haven't changed a bit.,7,2026-04-15T11:14:00.288125
30,5,Two old lovers running into each other years later,emotional,A,"Liar. You look wonderful, though.",5,2026-04-15T11:14:00.288156
30,6,Two old lovers running into each other years later,emotional,B,And you. Still that same smile.,6,2026-04-15T11:14:00.288186
30,7,Two old lovers running into each other years later,emotional,A,I never thought I’d see you again.,7,2026-04-15T11:14:00.288217
30,8,Two old lovers running into each other years later,emotional,B,Me neither. What are you doing here?,7,2026-04-15T11:14:00.288249
30,9,Two old lovers running into each other years later,emotional,A,"Just visiting my sister. Small world, huh?",7,2026-04-15T11:14:00.288495
30,10,Two old lovers running into each other years later,emotional,B,"The smallest, sometimes. My heart just stopped.",7,2026-04-15T11:14:00.288539
30,11,Two old lovers running into each other years later,emotional,A,"Mine too, a little. It’s a shock.",7,2026-04-15T11:14:00.288573
30,12,Two old lovers running into each other years later,emotional,B,"A good one, though. I think.",6,2026-04-15T11:14:00.288606
30,13,Two old lovers running into each other years later,emotional,A,Absolutely. Just… unexpected.,3,2026-04-15T11:14:00.288636
30,14,Two old lovers running into each other years later,emotional,B,Do you ever think about it? About us?,8,2026-04-15T11:14:00.288668
30,15,Two old lovers running into each other years later,emotional,A,"Every single day, in some way. Always.",7,2026-04-15T11:14:00.288698
30,16,Two old lovers running into each other years later,emotional,B,I hoped you might. I really did.,7,2026-04-15T11:14:00.288760
30,17,Two old lovers running into each other years later,emotional,A,Why did we let go? I still wonder.,8,2026-04-15T11:14:00.288791
30,18,Two old lovers running into each other years later,emotional,B,We were so young. So stupid.,6,2026-04-15T11:14:00.288820
30,19,Two old lovers running into each other years later,emotional,A,I wanted to stop you. To beg you to stay.,10,2026-04-15T11:14:00.288849
30,20,Two old lovers running into each other years later,emotional,B,I waited for you to. I really did.,8,2026-04-15T11:14:00.288880
30,21,Two old lovers running into each other years later,emotional,A,We both just… watched it happen.,6,2026-04-15T11:14:00.288910
30,22,Two old lovers running into each other years later,emotional,B,And now all this time has passed.,7,2026-04-15T11:14:00.288942
30,23,Two old lovers running into each other years later,emotional,A,"A lifetime, almost. A different one.",6,2026-04-15T11:14:00.288971
30,24,Two old lovers running into each other years later,emotional,B,"Are you happy, A? Truly happy?",6,2026-04-15T11:14:00.289000
30,25,Two old lovers running into each other years later,emotional,A,I have a good life. But… it’s not you.,9,2026-04-15T11:14:00.289031
30,26,Two old lovers running into each other years later,emotional,B,Don't say that. Please don't.,5,2026-04-15T11:14:00.289064
30,27,Two old lovers running into each other years later,emotional,A,It’s true. It always felt incomplete.,6,2026-04-15T11:14:00.289094
30,28,Two old lovers running into each other years later,emotional,B,I felt it too. The missing piece.,7,2026-04-15T11:14:00.289125
30,29,Two old lovers running into each other years later,emotional,A,"This feeling… it’s still here, isn’t it?",7,2026-04-15T11:14:00.289156
30,30,Two old lovers running into each other years later,emotional,B,Stronger than I remember. It aches.,6,2026-04-15T11:14:00.289189
30,31,Two old lovers running into each other years later,emotional,A,Like no time has passed at all.,7,2026-04-15T11:14:00.289219
30,32,Two old lovers running into each other years later,emotional,B,"And yet, everything has. Look at us.",7,2026-04-15T11:14:00.289248
30,33,Two old lovers running into each other years later,emotional,A,Still just you and me.,5,2026-04-15T11:14:00.289276
30,34,Two old lovers running into each other years later,emotional,B,Two strangers with a shared past.,6,2026-04-15T11:14:00.289305
30,35,Two old lovers running into each other years later,emotional,A,More than strangers. Always more.,5,2026-04-15T11:14:00.289333
30,36,Two old lovers running into each other years later,emotional,B,I wish we had another chance.,6,2026-04-15T11:14:00.289362
30,37,Two old lovers running into each other years later,emotional,A,"We made our choices, B.",5,2026-04-15T11:14:00.289390
30,38,Two old lovers running into each other years later,emotional,B,I know. But seeing you…,5,2026-04-15T11:14:00.289420
30,39,Two old lovers running into each other years later,emotional,A,It brings it all back. Doesn't it?,7,2026-04-15T11:14:00.289451
30,40,Two old lovers running into each other years later,emotional,B,"Every single beautiful, painful memory.",5,2026-04-15T11:14:00.289479
31,1,Friends who had a falling out trying to reconnect,emotional,A,Can we talk? Just for a minute.,7,2026-04-15T11:14:08.930628
31,2,Friends who had a falling out trying to reconnect,emotional,B,I… I wasn't expecting this. What do you want?,9,2026-04-15T11:14:08.930749
31,3,Friends who had a falling out trying to reconnect,emotional,A,I just wanted to see you. It's been too long.,10,2026-04-15T11:14:08.930802
31,4,Friends who had a falling out trying to reconnect,emotional,B,Has it? Felt like forever and a day.,8,2026-04-15T11:14:08.930836
31,5,Friends who had a falling out trying to reconnect,emotional,A,"It has been forever. And it hurts, still.",8,2026-04-15T11:14:08.930867
31,6,Friends who had a falling out trying to reconnect,emotional,B,It hurt me too. More than you know.,8,2026-04-15T11:14:08.930898
31,7,Friends who had a falling out trying to reconnect,emotional,A,I know. I think about it constantly. What happened.,9,2026-04-15T11:14:08.930928
31,8,Friends who had a falling out trying to reconnect,emotional,B,We messed up. Both of us did.,7,2026-04-15T11:14:08.930958
31,9,Friends who had a falling out trying to reconnect,emotional,A,Yeah. I really regret how things ended.,7,2026-04-15T11:14:08.930987
31,10,Friends who had a falling out trying to reconnect,emotional,B,Me too. I hated that silence between us.,8,2026-04-15T11:14:08.931017
31,11,Friends who had a falling out trying to reconnect,emotional,A,It was deafening. Like losing a part of myself.,9,2026-04-15T11:14:08.931048
31,12,Friends who had a falling out trying to reconnect,emotional,B,I felt that emptiness. Every single day.,7,2026-04-15T11:14:08.933549
31,13,Friends who had a falling out trying to reconnect,emotional,A,I miss you. I just needed to say it.,9,2026-04-15T11:14:08.933615
31,14,Friends who had a falling out trying to reconnect,emotional,B,I miss you too. So much.,6,2026-04-15T11:14:08.933649
31,15,Friends who had a falling out trying to reconnect,emotional,A,I've replayed that last conversation a thousand times.,8,2026-04-15T11:14:08.933679
31,16,Friends who had a falling out trying to reconnect,emotional,B,And I've wondered if we could ever fix it.,9,2026-04-15T11:14:08.933756
31,17,Friends who had a falling out trying to reconnect,emotional,A,Can we? Is there even a chance?,7,2026-04-15T11:14:08.933791
31,18,Friends who had a falling out trying to reconnect,emotional,B,I want there to be. More than anything.,8,2026-04-15T11:14:08.933822
31,19,Friends who had a falling out trying to reconnect,emotional,A,I was so angry back then. So foolish.,8,2026-04-15T11:14:08.933895
31,20,Friends who had a falling out trying to reconnect,emotional,B,We both said things we shouldn't have.,7,2026-04-15T11:14:08.934217
31,21,Friends who had a falling out trying to reconnect,emotional,A,I should have listened more. Been more understanding.,8,2026-04-15T11:14:08.934265
31,22,Friends who had a falling out trying to reconnect,emotional,B,And I should have been less stubborn.,7,2026-04-15T11:14:08.934297
31,23,Friends who had a falling out trying to reconnect,emotional,A,It felt like such a huge thing then.,8,2026-04-15T11:14:08.934327
31,24,Friends who had a falling out trying to reconnect,emotional,B,And now it just feels so stupid. Wasted time.,9,2026-04-15T11:14:08.934357
31,25,Friends who had a falling out trying to reconnect,emotional,A,All those memories we didn't make together.,7,2026-04-15T11:14:08.934387
31,26,Friends who had a falling out trying to reconnect,emotional,B,That's the part that really stings.,6,2026-04-15T11:14:08.934418
31,27,Friends who had a falling out trying to reconnect,emotional,A,I hated not having you there for me.,8,2026-04-15T11:14:08.934449
31,28,Friends who had a falling out trying to reconnect,emotional,B,"I hated not being there for you, too.",8,2026-04-15T11:14:08.934478
31,29,Friends who had a falling out trying to reconnect,emotional,A,"Can we try again? From scratch, almost?",7,2026-04-15T11:14:08.934508
31,30,Friends who had a falling out trying to reconnect,emotional,B,"I want to. I really, truly do.",7,2026-04-15T11:14:08.934539
31,31,Friends who had a falling out trying to reconnect,emotional,A,"It won't be easy, I know that.",7,2026-04-15T11:14:08.934568
31,32,Friends who had a falling out trying to reconnect,emotional,B,Nothing good ever is. But it's worth it.,8,2026-04-15T11:14:08.934598
31,33,Friends who had a falling out trying to reconnect,emotional,A,Are you sure? You're not just saying that?,8,2026-04-15T11:14:08.934629
31,34,Friends who had a falling out trying to reconnect,emotional,B,I'm sure. I've missed my best friend.,7,2026-04-15T11:14:08.934659
31,35,Friends who had a falling out trying to reconnect,emotional,A,Me too. More than words can say.,7,2026-04-15T11:14:08.934689
31,36,Friends who had a falling out trying to reconnect,emotional,B,So what do we do now?,6,2026-04-15T11:14:08.934749
31,37,Friends who had a falling out trying to reconnect,emotional,A,Maybe we grab coffee next week? No pressure.,8,2026-04-15T11:14:08.934781
31,38,Friends who had a falling out trying to reconnect,emotional,B,That sounds… perfect. I'd like that.,6,2026-04-15T11:14:08.934815
31,39,Friends who had a falling out trying to reconnect,emotional,A,Good. I'm really glad we talked.,6,2026-04-15T11:14:08.934848
31,40,Friends who had a falling out trying to reconnect,emotional,B,Me too. It's a start.,5,2026-04-15T11:14:08.934878
32,1,Someone confessing something hidden for a long time,emotional,A,There’s something I need to tell you. I’ve needed to for so long.,13,2026-04-15T11:14:20.761086
32,2,Someone confessing something hidden for a long time,emotional,B,Oh? You sound really serious. Is everything okay?,8,2026-04-15T11:14:20.761121
32,3,Someone confessing something hidden for a long time,emotional,A,"No, not exactly. This… this isn’t easy to say.",9,2026-04-15T11:14:20.761138
32,4,Someone confessing something hidden for a long time,emotional,B,"You’re scaring me a little, [Name]. Just say it.",9,2026-04-15T11:14:20.761153
32,5,Someone confessing something hidden for a long time,emotional,A,"I feel like I’ve been living a lie, at least a partial one. With you.",15,2026-04-15T11:14:20.761167
32,6,Someone confessing something hidden for a long time,emotional,B,A lie? What are you talking about?,7,2026-04-15T11:14:20.761182
32,7,Someone confessing something hidden for a long time,emotional,A,"It’s about my past. Our past, in a way.",9,2026-04-15T11:14:20.761194
32,8,Someone confessing something hidden for a long time,emotional,B,But I thought I knew your past. We’ve shared everything.,10,2026-04-15T11:14:20.761207
32,9,Someone confessing something hidden for a long time,emotional,A,Not everything. There was something I always kept hidden.,9,2026-04-15T11:14:20.761221
32,10,Someone confessing something hidden for a long time,emotional,B,"What could be so important, after all these years?",9,2026-04-15T11:14:20.761233
32,11,Someone confessing something hidden for a long time,emotional,A,I didn't mean to keep it from you. I was so afraid.,12,2026-04-15T11:14:20.761246
32,12,Someone confessing something hidden for a long time,emotional,B,Afraid of what? Tell me. Please.,6,2026-04-15T11:14:20.761258
32,13,Someone confessing something hidden for a long time,emotional,A,I... I had a child. Before we met.,8,2026-04-15T11:14:20.761269
32,14,Someone confessing something hidden for a long time,emotional,B,What? A child? You never said anything.,7,2026-04-15T11:14:20.761280
32,15,Someone confessing something hidden for a long time,emotional,A,I know. She was given up for adoption.,8,2026-04-15T11:14:20.761292
32,16,Someone confessing something hidden for a long time,emotional,B,Given up? But... how could you not tell me this?,10,2026-04-15T11:14:20.761304
32,17,Someone confessing something hidden for a long time,emotional,A,It was so painful. I convinced myself it wasn't relevant to us.,12,2026-04-15T11:14:20.761316
32,18,Someone confessing something hidden for a long time,emotional,B,Not relevant? How could your own child not be relevant?,10,2026-04-15T11:14:20.761328
32,19,Someone confessing something hidden for a long time,emotional,A,"I was so young, so scared. Her father wasn't involved.",10,2026-04-15T11:14:20.761340
32,20,Someone confessing something hidden for a long time,emotional,B,My God. I can’t even begin to process this.,9,2026-04-15T11:14:20.761353
32,21,Someone confessing something hidden for a long time,emotional,A,"I thought if you knew, you’d never look at me the same way.",13,2026-04-15T11:14:20.761366
32,22,Someone confessing something hidden for a long time,emotional,B,How did you think I *would* look at you now? After this?,12,2026-04-15T11:14:20.761379
32,23,Someone confessing something hidden for a long time,emotional,A,I know I messed up. It’s been eating me alive.,10,2026-04-15T11:14:20.761392
32,24,Someone confessing something hidden for a long time,emotional,B,All these years. Everything we've built.,6,2026-04-15T11:14:20.761405
32,25,Someone confessing something hidden for a long time,emotional,A,"Every anniversary, every shared memory, it’s been there.",8,2026-04-15T11:14:20.761417
32,26,Someone confessing something hidden for a long time,emotional,B,Why now? What changed?,4,2026-04-15T11:14:20.761429
32,27,Someone confessing something hidden for a long time,emotional,A,She found me. She reached out.,6,2026-04-15T11:14:20.761440
32,28,Someone confessing something hidden for a long time,emotional,B,She? Your daughter?,3,2026-04-15T11:14:20.761451
32,29,Someone confessing something hidden for a long time,emotional,A,"Yes. And I couldn’t lie anymore, not to you, not to her.",12,2026-04-15T11:14:20.761463
32,30,Someone confessing something hidden for a long time,emotional,B,My whole world just shifted. I feel so utterly lost.,10,2026-04-15T11:14:20.761475
32,31,Someone confessing something hidden for a long time,emotional,A,"I am so, so sorry. More than words can say.",10,2026-04-15T11:14:20.761487
32,32,Someone confessing something hidden for a long time,emotional,B,Sorry doesn't even begin to cover it. I feel... betrayed.,10,2026-04-15T11:14:20.761499
32,33,Someone confessing something hidden for a long time,emotional,A,I know you do. And you have every right to feel that.,12,2026-04-15T11:14:20.761512
32,34,Someone confessing something hidden for a long time,emotional,B,I just... I need a minute. I need to breathe.,10,2026-04-15T11:14:20.761524
32,35,Someone confessing something hidden for a long time,emotional,A,I understand. Take all the time you need.,8,2026-04-15T11:14:20.761535
32,36,Someone confessing something hidden for a long time,emotional,B,Did you ever think of telling me before this?,9,2026-04-15T11:14:20.761547
32,37,Someone confessing something hidden for a long time,emotional,A,Every single day. But the fear was always stronger.,9,2026-04-15T11:14:20.761558
32,38,Someone confessing something hidden for a long time,emotional,B,I don't know what to say. I don't know what we do now.,13,2026-04-15T11:14:20.761571
32,39,Someone confessing something hidden for a long time,emotional,A,I don't either. But I couldn’t keep it buried anymore.,10,2026-04-15T11:14:20.761583
32,40,Someone confessing something hidden for a long time,emotional,B,This changes everything. Absolutely everything.,5,2026-04-15T11:14:20.761596
32,41,Someone confessing something hidden for a long time,emotional,A,I just hope there’s a way forward for us.,9,2026-04-15T11:14:20.761608
33,1,A couple deciding whether to break up,emotional,A,We need to talk.,4,2026-04-15T11:14:33.852661
33,2,A couple deciding whether to break up,emotional,B,I know. I've been dreading this.,6,2026-04-15T11:14:33.852762
33,3,A couple deciding whether to break up,emotional,A,"This isn't working anymore, is it?",6,2026-04-15T11:14:33.852801
33,4,A couple deciding whether to break up,emotional,B,It hasn't for a while. I feel it too.,9,2026-04-15T11:14:33.852834
33,5,A couple deciding whether to break up,emotional,A,And it hurts. Everything feels so fragile.,7,2026-04-15T11:14:33.852864
33,6,A couple deciding whether to break up,emotional,B,It does. We used to be so strong together.,9,2026-04-15T11:14:33.852893
33,7,A couple deciding whether to break up,emotional,A,What happened to us? I keep asking myself.,8,2026-04-15T11:14:33.852923
33,8,A couple deciding whether to break up,emotional,B,"I think we just... drifted. Slowly, without noticing.",8,2026-04-15T11:14:33.852952
33,9,A couple deciding whether to break up,emotional,A,Can we fix it? One more try?,7,2026-04-15T11:14:33.852982
33,10,A couple deciding whether to break up,emotional,B,"We've tried so many times, A. My heart can't take another failure.",12,2026-04-15T11:14:33.853011
33,11,A couple deciding whether to break up,emotional,A,But I still love you. A part of me always will.,11,2026-04-15T11:14:33.853043
33,12,A couple deciding whether to break up,emotional,B,I love you too. That's what makes this so impossible.,10,2026-04-15T11:14:33.853074
33,13,A couple deciding whether to break up,emotional,A,Remember our first apartment? How excited we were?,8,2026-04-15T11:14:33.853105
33,14,A couple deciding whether to break up,emotional,B,Every day felt like an adventure. We had so many plans.,11,2026-04-15T11:14:33.853135
33,15,A couple deciding whether to break up,emotional,A,And now? Now we walk on eggshells.,7,2026-04-15T11:14:33.853165
33,16,A couple deciding whether to break up,emotional,B,"We're hurting each other, A. Even when we don't mean to.",11,2026-04-15T11:14:33.853195
33,17,A couple deciding whether to break up,emotional,A,I don't want to hurt you. Ever.,7,2026-04-15T11:14:33.853225
33,18,A couple deciding whether to break up,emotional,B,I know you don't. But we're both so unhappy.,9,2026-04-15T11:14:33.853253
33,19,A couple deciding whether to break up,emotional,A,Is staying together worse than being apart?,7,2026-04-15T11:14:33.853283
